Order_ID,Order_Date,Delivery_Date,Expected_Delivery,Delivery_Status,Payment_Mode,Payment_Status,Month_Name,Month_Number,Quarter,Year,Calendar_YearMonth,Distributor_Code,Distributor_Name,City,Zone,Tier,Owner_Name,Phone,GST_Number,Credit_Limit,Years_Active,DS_ID,DS_Name,DS_Type,Beat_Name,Outlet_Name,Outlet_Type,Channel_Type,SKU_Code,SKU_Name,Sub_Category,Category,SBU,MRP,Cost_Price,Distributor_Price,Quantity,Discount_Pct,Unit_Selling_Price,Gross_Value,Net_Sales_Value,Margin_Value,Target_Value,Is_Return,Gross_Margin_Pct,Achievement_Pct
ORD005403,2024-07-14,,2024-07-17,Pending,UPI,Pending,July,7,Q3,2024,2024-07,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS007,CHELVAN P,2W Route B,ILAMBUR BEAT,OVIYA SUPER STORE,Medical Shop,Retail,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,37.4,0.5,96.95,4188.8,3625.93,903.21,4222.35,No,24.9,85.9
ORD005404,2024-07-23,2024-07-25,2024-07-26,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,5,DS003,DURAI M,2W Route Common,VALLUR EAST GR,THIRAI PROVISION,Convenience Store,Convenience,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,42.4,2.1,66.43,3307.2,2816.63,666.95,3408.26,No,23.7,82.6
ORD005405,2024-07-08,,2024-07-11,In Transit,Credit,Pending,July,7,Q3,2024,2024-07,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,5,DS004,SATHEESH R,Common Pace Route,THIRUPUR ROUTE,VIMALA SUPER STORE,Counter Shop,Counter,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,5.7,1.8,11.11,74.1,63.33,15.16,66.6,No,23.9,95.1
ORD005406,2024-07-24,2024-07-27,2024-07-27,Delivered,UPI,Paid,July,7,Q3,2024,2024-07,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS009,MUTHURAMAN,2W Route Common,PONGIUR NORTH,NILA PROVISION,Rural Wholesale,Rural Wholesale,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,1.7,7.0,10.52,22.1,17.88,3.52,20.07,No,19.7,89.1
ORD005407,2024-07-23,2024-07-27,2024-07-26,Delivered,NEFT,Paid,July,7,Q3,2024,2024-07,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS018,MAYILVAHANAN,2W Route Common,KANNIPUR ROC,AMUDHA GENERAL STORE,Convenience Store,Convenience,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,49.2,0.3,134.45,7626.0,6614.94,1658.04,7737.29,No,25.1,85.5
ORD005408,2024-07-03,2024-07-05,2024-07-06,Delivered,NEFT,Paid,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS002,PRABU S,ROC Route Pace,MAZHAIUR ROUTE,KALAI PROVISION,Grocery,Retail,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,4.5,1.4,11.15,58.5,50.18,12.16,54.12,No,24.2,92.7
ORD005409,2024-07-07,2024-07-12,2024-07-10,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS013,THIYAGARAJAN,Common Pace Route,NANNUR ROC,VAANI GENERAL STORE,Convenience Store,Convenience,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,54.0,6.2,71.81,4752.0,3877.74,788.94,4338.45,No,20.3,89.4
ORD005410,2024-07-15,,2024-07-18,In Transit,Credit,Pending,July,7,Q3,2024,2024-07,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS005,BHARATH G,Grocery 2 Route,VAIGAI ROUTE,RAMYA GENERAL STORE,Mini Market,Counter,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,49.4,7.3,229.85,14079.0,11354.59,2203.24,13723.04,No,19.4,82.7
ORD005411,2024-07-02,2024-07-05,2024-07-05,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS020,THANDAVAN,Common Pace Route,THENMALUR ROC,INDHU KIRANA,Premium Grocery,Retail,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,8.3,7.9,7.21,74.7,59.84,11.29,65.02,No,18.9,92.0
ORD005412,2024-07-12,2024-07-14,2024-07-15,Delivered,NEFT,Paid,July,7,Q3,2024,2024-07,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,4,DS006,LOGANATHAN,ROC Pace Route,VETRIUR ROC B,PREETHI TRADERS,Counter Shop,Counter,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,0.5,3.2,214.75,127.5,107.38,24.5,130.55,No,22.8,82.3
ORD005413,2024-07-12,2024-07-16,2024-07-15,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,5,DS007,CHELVAN P,2W Route B,AAZHIUR ROC,KOKILA PROVISION,Grocery,Retail,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,-22.5,7.5,45.07,-1260.0,-1014.08,0.0,1164.45,Yes,-0.0,87.1
ORD005414,2024-07-25,2024-07-28,2024-07-28,Delivered,UPI,Paid,July,7,Q3,2024,2024-07,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,6,DS020,THANDAVAN,Common Pace Route,THAMIZHUR GR,NILA PROVISION,Grocery,Retail,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,1.2,7.9,152.24,228.0,182.69,34.49,215.09,No,18.9,84.9
ORD005415,2024-07-13,2024-07-14,2024-07-16,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS013,THIYAGARAJAN,Common Pace Route,MARUTUR BEAT,PAAVAI GENERAL STORE,Grocery,Retail,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,46.2,2.9,69.27,3788.4,3200.27,737.81,3515.14,No,23.1,91.0
ORD005416,2024-07-06,2024-07-11,2024-07-09,Delivered,UPI,Paid,July,7,Q3,2024,2024-07,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS018,MAYILVAHANAN,2W Route Common,MAZHALUR EAST GR2,PARI GENERAL STORE,Rural Wholesale,Rural Wholesale,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,6.5,1.7,95.78,728.0,622.57,149.37,654.53,No,24.0,95.1
ORD005417,2024-07-02,2024-07-04,2024-07-05,Delivered,Cash,Paid,July,7,Q3,2024,2024-07,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS001,VIGNESH K,2W Route Common,SENTHUR ROUTE,LAVANYA PROVISION,Grocery,Retail,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,25.2,6.6,207.21,6426.0,5221.69,1044.79,5763.94,No,20.0,90.6
ORD005418,2024-07-28,2024-07-31,2024-07-31,Delivered,NEFT,Paid,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS016,SIVAKKOLUNDHU,2W Route B,THENMALUR ROC,LAVANYA PROVISION,Beauty Counter,Counter,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,13.3,2.2,216.97,3391.5,2885.7,681.22,3047.91,No,23.6,94.7
ORD005419,2024-07-01,,2024-07-04,Cancelled,Cheque,Refunded,July,7,Q3,2024,2024-07,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS009,MUTHURAMAN,2W Route Common,SANGAMUR ROUTE,MALAI KIRANA,Convenience Store,Convenience,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,28.3,4.0,65.15,2207.4,1843.75,408.94,2247.79,No,22.2,82.0
ORD005420,2024-07-03,2024-07-06,2024-07-06,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS013,THIYAGARAJAN,Common Pace Route,NILUR EAST GR,LAVANYA PROVISION,Dual Outlet,Retail,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,34.8,1.1,118.74,4802.4,4132.15,1010.59,4583.94,No,24.5,90.1
ORD005421,2024-07-05,2024-07-06,2024-07-08,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS018,MAYILVAHANAN,2W Route Common,ILAMBUR BEAT,NILA PROVISION,Bakery Outlet,Retail,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,32.6,2.3,72.25,2771.0,2355.35,554.2,2682.41,No,23.5,87.8
ORD005422,2024-07-11,2024-07-13,2024-07-14,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS004,SATHEESH R,Common Pace Route,THIZHUR ROC B,PARI GENERAL STORE,Hotel & Restaurant,Key Accounts,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,-46.8,8.0,68.03,-3978.0,-3183.8,0.0,3858.7,Yes,-0.0,82.5
ORD005423,2024-07-12,2024-07-14,2024-07-15,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS020,THANDAVAN,Common Pace Route,VAIGAI ROUTE,SELVI SUPER STORE,Hotel & Restaurant,Key Accounts,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,14.5,6.8,9.73,174.0,141.09,27.99,156.16,No,19.8,90.3
ORD005424,2024-07-05,2024-07-09,2024-07-08,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,5,DS020,THANDAVAN,Common Pace Route,KAMPUR ROUTE,VENNILA KIRANA,Convenience Store,Convenience,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,6.9,4.2,68.34,565.8,471.55,103.78,522.32,No,22.0,90.3
ORD005425,2024-07-28,2024-07-31,2024-07-31,Delivered,NEFT,Paid,July,7,Q3,2024,2024-07,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS004,SATHEESH R,Common Pace Route,KANNIPUR ROC,PONNI GENERAL STORE,Convenience Store,Convenience,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,42.4,0.5,216.41,10600.0,9175.78,2285.78,11098.25,No,24.9,82.7
ORD005426,2024-07-11,2024-07-13,2024-07-14,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS008,NITHYANANDAM,Counter Route,PONGIUR NORTH,KANMANI KIRANA,Counter Shop,Counter,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,43.5,2.6,69.49,3567.0,3022.81,704.26,3190.21,No,23.3,94.8
ORD005427,2024-07-20,,2024-07-23,In Transit,NEFT,Pending,July,7,Q3,2024,2024-07,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS002,PRABU S,ROC Route Pace,SEMPUR ROUTE,YAMUNA TRADERS,Hotel & Restaurant,Key Accounts,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,14.2,1.2,266.46,4402.0,3783.73,922.43,4230.46,No,24.4,89.4
ORD005428,2024-07-11,,2024-07-14,In Transit,UPI,Pending,July,7,Q3,2024,2024-07,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,5,DS016,SIVAKKOLUNDHU,2W Route B,VENGAIUR MAIN,SELVAN SUPER STORE,Rural Wholesale,Rural Wholesale,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,-10.3,5.2,19.79,-247.2,-203.84,0.0,220.59,Yes,-0.0,92.4
ORD005429,2024-07-08,,2024-07-11,Pending,Cheque,Pending,July,7,Q3,2024,2024-07,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS009,MUTHURAMAN,2W Route Common,ARUR SOUTH GR2,VAANI GENERAL STORE,Convenience Store,Convenience,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,37.4,1.6,51.36,2244.0,1920.86,462.26,2156.25,No,24.1,89.1
ORD005430,2024-07-11,2024-07-14,2024-07-14,Delivered,Cash,Paid,July,7,Q3,2024,2024-07,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,6,DS008,NITHYANANDAM,Counter Route,THAMIZHUR GR,LAVANYA PROVISION,Rural Wholesale,Rural Wholesale,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,17.4,2.0,157.73,3219.0,2744.5,652.15,3109.7,No,23.8,88.3
ORD005431,2024-07-21,2024-07-24,2024-07-24,Delivered,Cheque,Overdue,July,7,Q3,2024,2024-07,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS010,PANDIARAJAN,ROC Route Pace,MARUTUR BEAT,THAMIZH KIRANA,Grocery,Retail,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,14.8,4.6,219.94,3922.0,3255.11,705.81,3509.88,No,21.7,92.7
ORD005432,2024-07-19,,2024-07-22,Pending,Credit,Pending,July,7,Q3,2024,2024-07,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS007,CHELVAN P,2W Route B,NILUR EAST GR,THENDRAL STORES,Medical Shop,Retail,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,34.2,5.0,206.62,8550.0,7066.4,1508.9,8504.94,No,21.4,83.1
ORD005433,2024-07-04,2024-07-09,2024-07-07,Delivered,UPI,Paid,July,7,Q3,2024,2024-07,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS002,PRABU S,ROC Route Pace,VAANUR GR2,VIMALA SUPER STORE,Mini Market,Counter,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,45.1,0.7,228.94,11951.5,10325.19,2556.72,12696.92,No,24.8,81.3
ORD005434,2024-07-11,2024-07-14,2024-07-14,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,5,DS002,PRABU S,ROC Route Pace,KAMPUR ROUTE,VIMALA SUPER STORE,Rural Wholesale,Rural Wholesale,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,39.1,7.2,9.69,469.2,378.88,73.9,424.93,No,19.5,89.2
ORD005435,2024-07-06,,2024-07-09,Pending,NEFT,Pending,July,7,Q3,2024,2024-07,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,4,DS008,NITHYANANDAM,Counter Route,MARANGUR MAIN,PONNI GENERAL STORE,Medical Shop,Retail,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,-50.1,6.3,112.5,-6913.8,-5636.25,0.0,6384.09,Yes,-0.0,88.3
ORD005436,2024-07-07,2024-07-08,2024-07-10,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS001,VIGNESH K,2W Route Common,VAANUR NORTH B1,THIRAI PROVISION,Counter Shop,Counter,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,21.7,3.2,223.17,5750.5,4842.79,1104.97,5463.68,No,22.8,88.6
ORD005437,2024-07-22,,2024-07-25,Pending,NEFT,Pending,July,7,Q3,2024,2024-07,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS017,VAITHIYANATHAN,Counter Route,NANMAIUR ROUTE,VAANI GENERAL STORE,Counter Shop,Counter,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,48.9,4.1,258.64,15159.0,12647.5,2794.15,15535.83,No,22.1,81.4
ORD005438,2024-07-11,,2024-07-14,Pending,UPI,Pending,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS014,SOUNDARARAJAN,Grocery 2 Route,PANANUR BEAT,RAMYA GENERAL STORE,Counter Shop,Counter,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,3.7,3.5,222.48,980.5,823.18,185.85,988.94,No,22.6,83.2
ORD005439,2024-07-12,2024-07-17,2024-07-15,Delivered,Cash,Overdue,July,7,Q3,2024,2024-07,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS019,PAZHANIVEL,ROC Route Pace,NAMBUR ROUTE,MEENA PROVISION,Convenience Store,Convenience,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,40.4,6.3,150.81,7474.0,6092.72,1234.62,6565.02,No,20.3,92.8
ORD005440,2024-07-26,2024-07-29,2024-07-29,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS003,DURAI M,2W Route Common,NATCHIPUR BEAT,SATHYA PROVISION,Convenience Store,Convenience,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,46.8,2.2,117.42,6458.4,5495.26,1297.3,6448.16,No,23.6,85.2
ORD005441,2024-07-06,,2024-07-09,Pending,Cash,Pending,July,7,Q3,2024,2024-07,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS007,CHELVAN P,2W Route B,VAALUR ROC B,OVIYA SUPER STORE,Medical Shop,Retail,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,23.3,5.5,156.21,4427.0,3639.69,762.14,4275.72,No,20.9,85.1
ORD005442,2024-07-16,,2024-07-19,Cancelled,Credit,Refunded,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS010,PANDIARAJAN,ROC Route Pace,PAZHAIUR GR2,SUGANYA KIRANA,Beauty Counter,Counter,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,12.8,1.2,146.13,2176.0,1870.46,456.06,2142.73,No,24.4,87.3
ORD005443,2024-07-25,,2024-07-28,Pending,UPI,Pending,July,7,Q3,2024,2024-07,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS016,SIVAKKOLUNDHU,2W Route B,NATTRIUR BEAT,OVIYA SUPER STORE,Mini Market,Counter,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,16.1,3.8,68.63,1320.2,1104.94,246.81,1304.5,No,22.3,84.7
ORD005444,2024-07-16,,2024-07-19,Pending,Cash,Pending,July,7,Q3,2024,2024-07,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,5,DS004,SATHEESH R,Common Pace Route,VENGAIUR MAIN,YAMUNA TRADERS,Grocery,Retail,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,25.6,0.4,246.96,7296.0,6322.18,1579.78,7584.18,No,25.0,83.4
ORD005445,2024-07-21,,2024-07-24,In Transit,UPI,Pending,July,7,Q3,2024,2024-07,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS019,PAZHANIVEL,ROC Route Pace,NEYUR BEAT,PAAVAI GENERAL STORE,Counter Shop,Counter,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,47.1,3.1,210.76,11775.0,9926.8,2273.05,11710.21,No,22.9,84.8
ORD005446,2024-07-18,2024-07-20,2024-07-21,Delivered,Cash,Paid,July,7,Q3,2024,2024-07,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS002,PRABU S,ROC Route Pace,PAZHAIUR NORTH,GANGA GENERAL STORE,Mini Market,Counter,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,23.2,7.2,71.05,2041.6,1648.36,321.32,2020.34,No,19.5,81.6
ORD005447,2024-07-15,2024-07-16,2024-07-18,Delivered,Cheque,Paid,July,7,Q3,2024,2024-07,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS012,KARUPPASAMY,2W Route Common,CHEIUR ROUTE,KAVERI TRADERS,Bakery Outlet,Retail,DIVYA-PUJA,PUJA SPECIAL AGARBATTI,AGARBATTI,AGARBATTI,HOME ESSENTIALS,48,31.2,41.76,31.5,0.9,41.38,1512.0,1303.47,320.67,1581.1,No,24.6,82.4
ORD005448,2024-07-26,,2024-07-29,Pending,Cash,Pending,July,7,Q3,2024,2024-07,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS010,PANDIARAJAN,ROC Route Pace,NATTRIUR BEAT,THAMIZH KIRANA,Hotel & Restaurant,Key Accounts,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,10.2,2.9,50.69,612.0,517.04,119.24,592.46,No,23.1,87.3
ORD005449,2024-07-20,2024-07-21,2024-07-23,Delivered,Credit,Paid,July,7,Q3,2024,2024-07,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS003,DURAI M,2W Route Common,VENDUR ROUTE,YAMUNA TRADERS,Town Wholesale,Town Wholesale,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,20.2,5.2,10.72,262.6,216.54,45.85,231.76,No,21.2,93.4
ORD005450,2024-07-09,2024-07-11,2024-07-12,Delivered,UPI,Paid,July,7,Q3,2024,2024-07,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS011,GOVINDASAMY,SWD Route,NILUR MAIN,THENDRAL STORES,Bakery Outlet,Retail,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,2.4,1.4,70.34,196.8,168.82,40.9,183.45,No,24.2,92.0
